#DB_VERSION: 1,,,,,,,,,,,,,,,,,,,,
#No,Connection_ID,Tag,Describe,LOW,HI,Unit,Device_ID,Comment,Station_ID,List_No,TestValue,TotalOffset,Chassis,Slot,Channel,OverLower(/100%),OverUpper(/100%),OverDeadZone,OverSettings,Type
#,,,,,,,,,,,,,,,,,,,,
#YJ5_38,,,,,,,,,,,,,,,,,,,,
146,1,ZRCV012MN,RCV002BA LEVEL,0.8,2.15,m,120,SIMHW_RPC,118,10988,1.193735,0x1502aec,4,7,8,0.1,0.1,0,4,
147,1,ZREA052MN,ZREA004BA LEVEL,0.17,8.54,m,120,SIMHW_RPC,118,10992,7.712774,0x1502af0,4,7,9,0.1,0.1,0,4,
148,1,ZREA072MN,7REA004BA LEVEL,0.17,8.54,m,120,SIMHW_RPC,118,10996,7.712774,0x1502af4,4,7,10,0.1,0.1,0,4,
149,1,ZRIS001MD,HHSI FROM RIS004BA F,0,1,-,120,SIMHW_RPC,118,11000,1.34E-05,0x1502af8,4,7,11,0.1,0.1,0,4,
150,1,ZRIS002MD,HHSI RIS004BA BYPASS F,0,1,-,120,SIMHW_RPC,118,11004,1.34E-05,0x1502afc,4,7,12,0.1,0.1,0,4,
151,1,ZRIS014MD,RIS001PO DISCHG.F,0,1,-,120,SIMHW_RPC,118,11008,1.34E-05,0x1502b00,4,7,13,0.1,0.1,0,4,
152,1,ZRIS015MD,RIS002PO DISCHG.F,0,1,-,120,SIMHW_RPC,118,11012,1.34E-05,0x1502b04,4,7,14,0.1,0.1,0,4,
153,1,ZRIS018MN,RIS001BA LEVEL,3.95,4.38,-,120,SIMHW_RPC,118,11016,4.095835,0x1502b08,4,7,15,0.1,0.1,0,4,
154,1,ZRIS019MN,RIS002BA LEVEL,3.95,4.38,-,120,SIMHW_RPC,118,11020,4.09647,0x1502b0c,4,7,16,0.1,0.1,0,4,
155,1,ZRIS020MN,RIS003BA LEVEL,3.95,4.38,-,120,SIMHW_RPC,118,11040,4.096839,0x1502b20,4,8,1,0.1,0.1,0,4,
156,1,ZRIS021MN,RIS001BA LEVEL,3.95,4.38,-,120,SIMHW_RPC,118,11044,4.095835,0x1502b24,4,8,2,0.1,0.1,0,4,
157,1,ZRIS022MN,RIS002BA LEVEL,3.95,4.38,-,120,SIMHW_RPC,118,11048,4.09647,0x1502b28,4,8,3,0.1,0.1,0,4,
158,1,ZRIS023MN,RIS003BA LEVEL,3.95,4.38,-,120,SIMHW_RPC,118,11052,4.096839,0x1502b2c,4,8,4,0.1,0.1,0,4,
159,1,ZRIS024MP,RIS001BA PRESSURE,0,6,-,120,SIMHW_RPC,118,11056,4.336379,0x1502b30,4,8,5,0.1,0.1,0,4,
160,1,ZRIS025MP,RIS002BA PRESSURE,0,6,-,120,SIMHW_RPC,118,11060,4.300043,0x1502b34,4,8,6,0.1,0.1,0,4,
161,1,ZRIS026MP,RIS003BA PRESSURE,0,6,-,120,SIMHW_RPC,118,11064,4.310629,0x1502b38,4,8,7,0.1,0.1,0,4,
162,1,ZRIS027MP,RIS001BA PRESSURE,0,6,-,120,SIMHW_RPC,118,11068,4.336379,0x1502b3c,4,8,8,0.1,0.1,0,4,
163,1,ZRIS028MP,RIS002BA PRESSURE,0,6,-,120,SIMHW_RPC,118,11072,4.300043,0x1502b40,4,8,9,0.1,0.1,0,4,
164,1,ZRIS029MP,RIS003BA PRESSURE,0,6,-,120,SIMHW_RPC,118,11076,4.310629,0x1502b44,4,8,10,0.1,0.1,0,4,
165,1,ZRIS099MD,HHSI FROM RIS004BA F,0,1,-,120,SIMHW_RPC,118,11080,1.34E-05,0x1502b48,4,8,11,0.1,0.1,0,4,
166,1,ZRPN010MAAPR,Average Power Level,0,200,%FP,120,SIMHW_RPC,118,11084,99.63607,0x1502b4c,4,8,12,0.1,0.1,0,4,
167,1,ZRPN010MAPR,Corrected PR flux change rate,-10,10,%FP,120,SIMHW_RPC,118,11088,-0.000152593,0x1502b50,4,8,13,0.1,0.1,0,4,
168,1,ZRPN013MA1,IR Flux Level,-11,-3,-,120,SIMHW_RPC,118,11092,-2.999847,0x1502b54,4,8,14,0.1,0.1,0,4,
169,1,ZRPN020MAAPR,AVERAGE POWER LEVEL,0,200,%FP,120,SIMHW_RPC,118,11096,99.75051,0x1502b58,4,8,15,0.1,0.1,0,4,
170,1,ZRPN020MAPR,CORRECTED PR FLUX CHANGE RATE,-10,10,%FP,120,SIMHW_RPC,118,11100,-0.000152593,0x1502b5c,4,8,16,0.1,0.1,0,4,
171,1,ZRPN023MA1,IR FLUX LEVEL,-11,-3,-,120,SIMHW_RPC,118,11120,-2.999847,0x1502b70,4,9,1,0.1,0.1,0,4,
172,1,ZRPN030MAAPR,Average Power Level,0,200,%FP,120,SIMHW_RPC,118,11124,99.86495,0x1502b74,4,9,2,0.1,0.1,0,4,
173,1,ZRPN030MAPR,Corrected PR flux change rate,-10,10,%FP,120,SIMHW_RPC,118,11128,-0.000152593,0x1502b78,4,9,3,0.1,0.1,0,4,
174,1,ZRPN040MAAPR,AVERAGE POWER LEVEL,0,200,%FP,120,SIMHW_RPC,118,11132,99.80773,0x1502b7c,4,9,4,0.1,0.1,0,4,
175,1,ZRPN040MAPR,PR FLUX CHANGE RATE,-10,10,%FP,120,SIMHW_RPC,118,11136,-0.000152593,0x1502b80,4,9,5,0.1,0.1,0,4,
176,1,ZRRA004MP,RRA PMP DISCHG. PRES.,0,5,MPa,120,SIMHW_RPC,118,11140,0.1338237,0x1502b84,4,9,6,0.1,0.1,0,4,
177,1,ZRRA006MD,RRA FLOW,0,1,-,120,SIMHW_RPC,118,11144,1.34E-05,0x1502b88,4,9,7,0.1,0.1,0,4,
178,1,ZRRA032MD,RRA FLOW,0,1,-,120,SIMHW_RPC,118,11148,1.34E-05,0x1502b8c,4,9,8,0.1,0.1,0,4,
179,1,ZRRI001MD,1/3PO SUCTION F,0,1,-,120,SIMHW_RPC,118,11152,0.5203062,0x1502b90,4,9,9,0.1,0.1,0,4,
180,1,ZRRI002MD,2/4PO SUCTION FLW,0,1,-,120,SIMHW_RPC,118,11156,1.34E-05,0x1502b94,4,9,10,0.1,0.1,0,4,
181,1,ZRRI014MN,002BA LVL,0,1.79,m,120,SIMHW_RPC,118,11160,1.631698,0x1502b98,4,9,11,0.1,0.1,0,4,
182,1,ZRRI015MN,001BA LVL,0,1.79,m,120,SIMHW_RPC,118,11164,1.63332,0x1502b9c,4,9,12,0.1,0.1,0,4,
183,1,ZSEC001MP,001/003PO DISCHG. PRES.,0,1,MPa,120,SIMHW_RPC,118,11168,0.2907022,0x1502ba0,4,9,13,0.1,0.1,0,4,
184,1,ZSEC002MP,002/004PO DISCHG. PRES.,0,1,MPa,120,SIMHW_RPC,118,11172,0.04121334,0x1502ba4,4,9,14,0.1,0.1,0,4,
185,1,ZVVP001MD,RCP001GV STEAM FLOW,0,100,%,120,SIMHW_RPC,118,11176,61.52951,0x1502ba8,4,9,15,0.1,0.1,0,4,
186,1,ZVVP002MD,RCP002GV STEAM FLOW,0,100,%,120,SIMHW_RPC,118,11180,61.39122,0x1502bac,4,9,16,0.1,0.1,0,4,
187,1,ZVVP003MD,RCP003GV STEAM FLOW,0,100,%,120,SIMHW_RPC,118,11200,61.63919,0x1502bc0,4,10,1,0.1,0.1,0,4,
188,1,ZVVP004MD,RCP001GV  STEAM FLOW,0,100,%,120,SIMHW_RPC,118,11204,61.52951,0x1502bc4,4,10,2,0.1,0.1,0,4,
189,1,ZVVP005MD,RCP002GV  STEAM FLOW,0,100,%,120,SIMHW_RPC,118,11208,61.39122,0x1502bc8,4,10,3,0.1,0.1,0,4,
190,1,ZVVP006MD,RCP003GV  STEAM FLOW,0,100,%,120,SIMHW_RPC,118,11212,61.63919,0x1502bcc,4,10,4,0.1,0.1,0,4,
191,1,ZVVP007MP,RCP001GV STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11216,6.704669,0x1502bd0,4,10,5,0.1,0.1,0,4,
192,1,ZVVP008MP,RCP002GV STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11220,6.704669,0x1502bd4,4,10,6,0.1,0.1,0,4,
193,1,ZVVP009MP,RCP003GV STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11224,6.704669,0x1502bd8,4,10,7,0.1,0.1,0,4,
194,1,ZVVP010MP,RCP001GV  STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11228,6.704669,0x1502bdc,4,10,8,0.1,0.1,0,4,
195,1,ZVVP011MP,RCP002GV  STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11232,6.704669,0x1502be0,4,10,9,0.1,0.1,0,4,
196,1,ZVVP012MP,RCP003GV  STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11236,6.704669,0x1502be4,4,10,10,0.1,0.1,0,4,
197,1,ZVVP013MP,RCP001GV STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11240,6.704669,0x1502be8,4,10,11,0.1,0.1,0,4,
198,1,ZVVP014MP,RCP002GV STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11244,6.704669,0x1502bec,4,10,12,0.1,0.1,0,4,
199,1,ZVVP015MP,RCP003GV STEAM PRES.,0,10,MPa,120,SIMHW_RPC,118,11248,6.704669,0x1502bf0,4,10,13,0.1,0.1,0,4,
200,1,ZRCP090MN,REACTOR VSL LVL-NR,-110,40,kPa,120,SIMHW_RPC,118,11252,39.90272,0x1502bf4,4,10,14,0,0,0,1,
201,1,ZRCP094MN,REACTOR VSL LVL-REF,-140,-26.5,kPa,120,SIMHW_RPC,118,11256,-117.7595,0x1502bf8,4,10,15,0,0,0,1,
202,1,ZRCP091MN,REACTOR VSL LVL-NR,-110,40,kPa,120,SIMHW_RPC,118,11260,39.90272,0x1502bfc,4,10,16,0,0,0,1,
203,0,ZGCT131VV_1E_IN1,GCT131VV CTRL SIGN.,0,100,%open,120,SIMHW_RPC,118,11280,0.001335185,0x1502c10,4,11,1,0.1,0.1,0,4,
204,0,ZGCT132VV_1E_IN1,GCT132VV CTRL SIGN.,0,100,%open,120,SIMHW_RPC,118,11292,0.001335185,0x1502c1c,4,11,4,0.1,0.1,0,4,
205,0,ZGCT133VV_1E_IN1,GCT133VV CTRL SIGN.,0,100,%open,120,SIMHW_RPC,118,11304,0.001335185,0x1502c28,4,11,7,0.1,0.1,0,4,
206,1,ZETY001MT,CONTAINMENT DOME TEMPERATURE(PAMS),95,255,次,120,SIMHW_RPC,118,11316,115.2741,0x1502c34,4,11,10,0.1,0.1,0,4,PT100
207,1,ZETY002MT,CONTAINMENT DOME TEMPERATURE(PAMS),95,255,次,120,SIMHW_RPC,118,11320,115.2741,0x1502c38,4,11,11,0.1,0.1,0,4,PT100
208,1,ZRCP004MT,PZR SURGE LINE TMP,95,255,次,120,SIMHW_RPC,118,11324,223.8742,0x1502c3c,4,11,12,0.1,0.1,0,4,PT100
209,1,ZRCP010MT,PZR LIQUID ZONE TEMP.,95,255,次,120,SIMHW_RPC,118,11328,227.9637,0x1502c40,4,11,13,0.1,0.1,0,4,PT100
210,1,ZRCP028MT,LOOP1 HOT LEG TEMP,95,255,次,120,SIMHW_RPC,118,11332,221.4327,0x1502c44,4,11,14,0.1,0.1,0,4,PT100
211,1,ZRCP029MT,LOOP1 COLD LEG TEMP,95,255,次,120,SIMHW_RPC,118,11336,209.7899,0x1502c48,4,11,15,0.1,0.1,0,4,PT100
212,1,ZRCP030MT,LOOP1 BYP.H-LEG TEMP,95,255,次,120,SIMHW_RPC,118,11340,221.4022,0x1502c4c,4,11,16,0.1,0.1,0,4,PT100
213,1,ZRCP033MT,LOOP1 BYP.C-LEG TEMP,95,255,次,120,SIMHW_RPC,118,11360,209.767,0x1502c60,4,12,1,0.1,0.1,0,4,PT100
214,1,ZRCP043MT,LOOP2 HOT LEG TEMP,95,255,次,120,SIMHW_RPC,118,11364,221.4174,0x1502c64,4,12,2,0.1,0.1,0,4,PT100
215,1,ZRCP044MT,LOOP2 COLD LEG TEMP,95,255,次,120,SIMHW_RPC,118,11368,209.7899,0x1502c68,4,12,3,0.1,0.1,0,4,PT100
216,1,ZRCP045MT,LOOP2 BYP.H-LEG TEMP.,95,255,次,120,SIMHW_RPC,118,11372,221.3869,0x1502c6c,4,12,4,0.1,0.1,0,4,PT100
217,1,ZRCP048MT,LOOP2 BYP.C-LEG TEMP.,95,255,次,120,SIMHW_RPC,118,11376,209.7594,0x1502c70,4,12,5,0.1,0.1,0,4,PT100
218,1,ZRCP055MT,LOOP3 HOT LEG TEMP.,95,255,次,120,SIMHW_RPC,118,11380,221.448,0x1502c74,4,12,6,0.1,0.1,0,4,PT100
219,1,ZRCP056MT,LOOP3 COLD LEG TEMP.,95,255,次,120,SIMHW_RPC,118,11384,209.7899,0x1502c78,4,12,7,0.1,0.1,0,4,PT100
220,1,ZRCP057MT,LOOP3 BYP. H-LEG TEMP.,95,255,次,120,SIMHW_RPC,118,11388,221.4174,0x1502c7c,4,12,8,0.1,0.1,0,4,PT100
221,1,ZRCP060MT,LOOP3 BYP. C-LEG TEMP.,95,255,次,120,SIMHW_RPC,118,11392,209.767,0x1502c80,4,12,9,0.1,0.1,0,4,PT100
222,1,ZRRA005MT,RRA001/002RF UPSTR T,95,255,次,120,SIMHW_RPC,118,11396,109.8723,0x1502c84,4,12,10,0.1,0.1,0,4,PT100
223,1,ZRRA007MT,RRA001/002RF D.STR T,95,255,次,120,SIMHW_RPC,118,11400,107.7894,0x1502c88,4,12,11,0.1,0.1,0,4,PT100
224,1,ZRRA030MT,RRA001/002RF UPSTR. TEMP.,95,255,次,120,SIMHW_RPC,118,11404,109.8723,0x1502c8c,4,12,12,0.1,0.1,0,4,PT100
225,1,ZRRA031MT,RRA001/002RF D.STR. TEMP.,95,255,次,120,SIMHW_RPC,118,11408,107.7894,0x1502c90,4,12,13,0.1,0.1,0,4,PT100
#YJ5_1_A,,,,,,,,,,,,,,,,,,,,
226,0,HZGRE022MP1,TURB.ADMSN.PRES.,0.11,7.6,MPa,1,P1C1,1,1200,6.030416,0x1b004b0,4,5,1,0.1,0.1,0,4,
227,0,HZRCP005MP1,PRESSURIZER PRESSURE,11,18,MPa,1,P1C1,1,1204,15.40487,0x1b004b4,4,5,2,0.1,0.1,0,4,
228,0,HZRIS099MD,HHSI FROM RIS004BA F,0,1,-,1,P1C1,1,1208,1.34E-05,0x1b004b8,4,5,3,0.1,0.1,0,4,
229,0,HZRRI001MD,1/3PO SUCTION FLW,0,1,-,1,P1C1,1,1212,0.5203062,0x1b004bc,4,5,4,0.1,0.1,0,4,
230,0,HZRPN010MAPR1,Corrected PR flux change rate,-10,10,%FP,1,P1C1,1,1216,-0.000152593,0x1b004c0,4,5,5,0.1,0.1,0,4,
231,0,HZETY101MP1,CONTAINMENT PRES.,0,600,kPa.A,1,P1C1,1,1280,97.91521,0x1b00500,4,6,1,0.1,0.1,0,4,
232,0,HZETY001MT,CONTAINMENT DOME TEMPERATURE(PAMS),95,255,次,1,P1C1,1,1284,115.2741,0x1b00504,4,6,2,0.1,0.1,0,4,
233,0,HZRCP039MP,RRA SUCTION LINE P,0,20,MPa,1,P1C1,1,1288,15.57043,0x1b00508,4,6,3,0.1,0.1,0,4,
234,0,HZRCP140MY1,RCP001PO SPEED,0,1800,RPM,1,P1C1,1,1292,1487.086,0x1b0050c,4,6,4,0.1,0.1,0,4,
235,0,HZRCP004MT,PZR SURGE LINE TEMP.,95,255,次,1,P1C1,1,1296,223.8742,0x1b00510,4,6,5,0.1,0.1,0,4,
236,0,HZRCP011MN,PRESSURIZER LEVEL,-6,3.8,m,1,P1C1,1,1300,0.1626095,0x1b00514,4,6,6,0.1,0.1,0,4,
237,0,HZRCP043MT,LOOP2 HOT LEG TEMP.,95,255,次,1,P1C1,1,1360,221.4174,0x1b00550,4,7,1,0.1,0.1,0,4,
238,0,HZRCP044MT,LOOP2 COLD LEG TEMP.,95,255,次,1,P1C1,1,1364,209.7899,0x1b00554,4,7,2,0.1,0.1,0,4,
239,1,HZRPN014MA1,Count rate,0,6.20412,-,1,P1C1,1,1368,8.28E-05,0x1b00558,4,7,3,0.1,0.1,0,4,
240,1,HZRPN014MAHV,SR Detector H.V.,0,2000,V,1,P1C1,1,1372,0.0267037,0x1b0055c,4,7,4,0.1,0.1,0,4,
241,1,HZRPN014MADTR,SR PERIOD,-0.03333,0.33333,1/s,1,P1C1,1,1376,-7.01E-05,0x1b00560,4,7,5,0.1,0.1,0,4,
242,0,HZRCP092MN,REACTOR VSL LVL-WR,-140,270,kPa,1,P1C1,1,1380,135.7712,0x1b00564,4,7,6,0.1,0.1,0,4,
243,0,HZRCP033MT1,LOOP1 BYP.C-LEG TEMP,95,255,次,1,P1C1,1,1440,209.767,0x1b005a0,4,8,1,0.1,0.1,0,4,
244,0,HZRCP030MT1,LOOP1 BYP.H-LEG TEMP,95,255,次,1,P1C1,1,1444,221.4022,0x1b005a4,4,8,2,0.1,0.1,0,4,
245,0,HZRPN013MA11,IR Flux Level,-11,-3,-,1,P1C1,1,1448,-2.999847,0x1b005a8,4,8,3,0.1,0.1,0,4,
246,0,HZRPN010MAAPR1,Average Power Level,0,200,%FP,1,P1C1,1,1452,99.63607,0x1b005ac,4,8,4,0.1,0.1,0,4,
247,1,HZRPN010MAHV,PR Detector H.V.,0,1000,V,1,P1C1,1,1456,1000.019,0x1b005b0,4,8,5,0.1,0.1,0,4,
248,0,HZARE058MN1,RCP1GV WATER LVL NR,-1.8,1.8,m,1,P1C1,1,1520,-2.75E-05,0x1b005f0,4,9,1,0.1,0.1,0,4,
249,0,HZASG001MN2,001BA LEVEL,0.3,15.4,m,1,P1C1,1,1528,13.40072,0x1b005f8,4,9,3,0.1,0.1,0,4,
250,0,HZRCP025MD,LOOP1 FLOW,0,1,-,1,P1C1,1,1532,0.6955969,0x1b005fc,4,9,4,0.1,0.1,0,4,
251,1,H5REA054MN,7REA003BA LEVEL,0.17,8.54,m,1,P1C1,1,1536,7.492058,0x1b00600,4,9,5,0.1,0.1,0,4,
252,0,HZRIS014MD,RIS001PO DISCHG.F,0,1,-,1,P1C1,1,1540,1.34E-05,0x1b00604,4,9,6,0.1,0.1,0,4,
253,0,HZARE059MN1,RCP2GV WATER LVL NR,-1.8,1.8,m,1,P1C1,1,1600,-2.75E-05,0x1b00640,4,10,1,0.1,0.1,0,4,
254,0,HZASG001MD1,SG1 MAFP FLOW(WR),0,1,-,1,P1C1,1,1604,1.34E-05,0x1b00644,4,10,2,0.1,0.1,0,4,
255,0,HZASG021MD,SG1 TAFP FLOW(WR),0,1,-,1,P1C1,1,1608,1.34E-05,0x1b00648,4,10,3,0.1,0.1,0,4,
256,0,HZRCP040MD,LOOP2 FLOW,0,1,-,1,P1C1,1,1612,0.6954539,0x1b0064c,4,10,4,0.1,0.1,0,4,
257,1,HZRRI016MN,002BA LVL,0,1.79,m,1,P1C1,1,1616,1.631698,0x1b00650,4,10,5,0.1,0.1,0,4,
258,0,HZARE049MD,GV1 FEEDWATER FLOW,0,1,,1,P1C1,1,1620,1.000019,0x1b00654,4,10,6,0.1,0.1,0,4,
259,0,HZARE060MN1,RCP3GV WATER LVL NR,-1.8,1.8,m,1,P1C1,1,1680,-2.75E-05,0x1b00690,4,11,1,0.1,0.1,0,4,
260,0,HZASG003MD,SG3 MAFP FLOW(WR),0,1,-,1,P1C1,1,1684,1.34E-05,0x1b00694,4,11,2,0.1,0.1,0,4,
261,0,HZASG023MD,SG3 TAFP FLOW(WR),0,1,-,1,P1C1,1,1688,1.34E-05,0x1b00698,4,11,3,0.1,0.1,0,4,
262,0,HZRCP052MD,LOOP3 FLOW,0,1,-,1,P1C1,1,1692,0.6951201,0x1b0069c,4,11,4,0.1,0.1,0,4,
263,0,HZREA052MN,7REA004BA LEVEL,0.17,8.54,m,1,P1C1,1,1696,7.712774,0x1b006a0,4,11,5,0.1,0.1,0,4,
264,0,HZSEC001MP,001/003PO DISCHG. PRES.,0,1,MPa,1,P1C1,1,1700,0.2907022,0x1b006a4,4,11,6,0.1,0.1,0,4,
265,1,HZRPN401XU_MF,401XU MF for RPN403KA,-10000,10000,,1,P1C1,1,1220,-0.1525926,0x1b004c4,4,5,6,0.1,0.1,0,4,
#YJ5_2_A,,,,,,,,,,,,,,,,,,,,
266,0,HZARE058MN2,RCP1GV WATER LVL NR,-1.8,1.8,m,2,P1C2,2,960,-2.75E-05,0x21003c0,4,2,1,0.1,0.1,0,4,
267,0,HZGRE022MP2,TURB.ADMSN.PRES.,0.11,7.6,MPa,2,P1C2,2,964,6.030416,0x21003c4,4,2,2,0.1,0.1,0,4,
268,0,HZRPN010MAPR2,Corrected PR flux change rate,-10,10,%FP,2,P1C2,2,968,-0.000152593,0x21003c8,4,2,3,0.1,0.1,0,4,
269,0,HZARE059MN2,RCP2GV WATER LVL NR,-1.8,1.8,m,2,P1C2,2,1040,-2.75E-05,0x2100410,4,3,1,0.1,0.1,0,4,
270,1,HZPTR021MN,PTR 001BA LEVEL,0.5,16,m,2,P1C2,2,1044,15.57826,0x2100414,4,3,2,0.1,0.1,0,4,
271,0,HZARE060MN2,RCP3GV WATER LVL NR,-1.8,1.8,m,2,P1C2,2,1120,-2.75E-05,0x2100460,4,4,1,0.1,0.1,0,4,
272,0,HZRCP005MP2,PRESSURIZER PRESSURE,11,18,MPa,2,P1C2,2,1124,15.40487,0x2100464,4,4,2,0.1,0.1,0,4,
273,0,HZETY101MP2,CONTAINMENT PRES.,0,600,kPa.A,2,P1C2,2,1200,97.91521,0x21004b0,4,5,1,0.1,0.1,0,4,
274,0,HZRCP140MY2,RCP001PO SPEED,0,1800,RPM,2,P1C2,2,1204,1487.086,0x21004b4,4,5,2,0.1,0.1,0,4,
275,0,HZRCP070MM,RCP017VP DISPL. MEAS.,0,17.5,mm,2,P1C2,2,1208,5.799942,0x21004b8,4,5,3,0.1,0.1,0,4,
276,0,HZRCP073MM,RCP020VP DISPL. MEAS.,0,17.5,mm,2,P1C2,2,1212,0.000233657,0x21004bc,4,5,4,0.1,0.1,0,4,
277,1,HZRRA040MM,RRA120VP DISPL.MEAS,0,16.5,mm,2,P1C2,2,1216,5.209658,0x21004c0,4,5,5,0.1,0.1,0,4,
278,0,HZRCP071MM,RCP018VP DISPL. MEAS.,0,17.5,mm,2,P1C2,2,1280,5.799942,0x2100500,4,6,1,0.1,0.1,0,4,
279,0,HZRCP074MM,RCP021VP DISPL. MEAS.,0,17.5,mm,2,P1C2,2,1284,0.000233657,0x2100504,4,6,2,0.1,0.1,0,4,
280,0,HZRPN013MA12,IR Flux Level,-11,-3,-,2,P1C2,2,1288,-2.999847,0x2100508,4,6,3,0.1,0.1,0,4,
281,1,HZRPN013MACV,IR Detector Comp. H.V.,0,150,V,2,P1C2,2,1292,99.9978,0x210050c,4,6,4,0.1,0.1,0,4,
282,1,HZRPN013MADTR,IR PERIOD,-0.03333,0.33333,1/s,2,P1C2,2,1296,0.001101373,0x2100510,4,6,5,0.1,0.1,0,4,
283,1,HZRPN013MAHV,IR Detector H.V.,0,1000,V,2,P1C2,2,1300,1000.019,0x2100514,4,6,6,0.1,0.1,0,4,
284,0,HZRCP033MT2,LOOP1 BYP.C-LEG TEMP,95,255,次,2,P1C2,2,1360,209.767,0x2100550,4,7,1,0.1,0.1,0,4,
285,0,HZRCP030MT2,LOOP1 BYP.H-LEG TEMP,95,255,次,2,P1C2,2,1364,221.4022,0x2100554,4,7,2,0.1,0.1,0,4,
286,0,HZRPN010MAAPR2,Average Power Level,0,200,%FP,2,P1C2,2,1368,99.63607,0x2100558,4,7,3,0.1,0.1,0,4,
287,1,HZRPN010MADPR,Axial Power Deviation,-100,100,%FP,2,P1C2,2,1372,-5.943098,0x210055c,4,7,4,0.1,0.1,0,4,
288,1,HZRRA042MM,RRA018VP DISPL.MEAS,0,16.5,mm,2,P1C2,2,1376,0.000220306,0x2100560,4,7,5,0.1,0.1,0,4,
#YJ5_3_A,,,,,,,,,,,,,,,,,,,,
289,0,HZARE055MN1,RCP1GV WATER LVL NR,-1.8,1.8,m,3,P2C1,3,960,-2.75E-05,0x27003c0,4,2,1,0.1,0.1,0,4,
290,0,HZRCP026MD,LOOP1 FLOW,0,1,-,3,P2C1,3,964,0.6955969,0x27003c4,4,2,2,0.1,0.1,0,4,
291,0,HZRCP006MP1,PRESSURIZER PRESSURE,11,18,MPa,3,P2C1,3,968,15.40487,0x27003c8,4,2,3,0.1,0.1,0,4,
292,0,HZRCV012MN,RCV002BA LEVEL,0.8,2.15,m,3,P2C1,3,972,1.193735,0x27003cc,4,2,4,0.1,0.1,0,4,
293,0,HZRIS015MD,RIS002PO DISCHG.F,0,1,-,3,P2C1,3,976,1.34E-05,0x27003d0,4,2,5,0.1,0.1,0,4,
294,0,HZARE056MN1,RCP2GV WATER LVL NR,-1.8,1.8,m,3,P2C1,3,1040,-2.75E-05,0x2700410,4,3,1,0.1,0.1,0,4,
295,0,HZRCP041MD,LOOP2 FLOW,0,1,-,3,P2C1,3,1044,0.6954539,0x2700414,4,3,2,0.1,0.1,0,4,
296,1,H5REA074MN,7REA003BA LEVEL,0.17,8.54,m,3,P2C1,3,1048,7.492058,0x2700418,4,3,3,0.1,0.1,0,4,
297,0,HZRPN020MAPR1,CORRECTED PR FLUX CHANGE RATE,-10,10,%FP,3,P2C1,3,1052,-0.000152593,0x270041c,4,3,4,0.1,0.1,0,4,
298,0,HZRRI014MN,002BA LVL,0,1.79,m,3,P2C1,3,1056,1.631698,0x2700420,4,3,5,0.1,0.1,0,4,
299,0,HZSEC002MP,002/004PO DISCHG. PRES.,0,1,MPa,3,P2C1,3,1060,0.04121334,0x2700424,4,3,6,0.1,0.1,0,4,
300,0,HZARE057MN1,RCP3GV WATER LVL NR,-1.8,1.8,m,3,P2C1,3,1120,-2.75E-05,0x2700460,4,4,1,0.1,0.1,0,4,
301,0,HZRCP053MD,LOOP3 FLOW,0,1,-,3,P2C1,3,1124,0.6951201,0x2700464,4,4,2,0.1,0.1,0,4,
302,0,HZREA072MN,7REA004BA LEVEL,0.17,8.54,m,3,P2C1,3,1128,7.712774,0x2700468,4,4,3,0.1,0.1,0,4,
303,0,HZRRI002MD,2/4PO SUCTION FLW,0,1,-,3,P2C1,3,1132,1.34E-05,0x270046c,4,4,4,0.1,0.1,0,4,
304,0,HZVVP007MP1,RCP001GV STEAM PRES.,0,10,MPa,3,P2C1,3,1136,6.704669,0x2700470,4,4,5,0.1,0.1,0,4,
305,0,HZETY102MP1,CONTAINMENT PRES.,0,600,kPa.A,3,P2C1,3,1200,97.91521,0x27004b0,4,5,1,0.1,0.1,0,4,
306,0,HZGCT403RC1,GCT131VV CTRL SIGN.,0,100,%open,3,P2C1,3,1204,0.001335185,0x27004b4,4,5,2,0.1,0.1,0,4,
307,0,HZRCP028MT,LOOP1 HOT LEG TEMP,95,255,次,3,P2C1,3,1208,221.4327,0x27004b8,4,5,3,0.1,0.1,0,4,
308,0,HZRCP240MY1,RCP002PO SPEED,0,1800,RPM,3,P2C1,3,1212,1486.657,0x27004bc,4,5,4,0.1,0.1,0,4,
309,1,HZRPN024MA1,COUNT RATE,0,6.20412,-,3,P2C1,3,1216,8.28E-05,0x27004c0,4,5,5,0.1,0.1,0,4,
310,1,HZRPN020MAHV,PR DETECTOR H.V.,0,1000,V,3,P2C1,3,1220,1000.019,0x27004c4,4,5,6,0.1,0.1,0,4,
311,0,HZRCP029MT,LOOP1 COLD LEG TEMP,95,255,次,3,P2C1,3,1280,209.7899,0x2700500,4,6,1,0.1,0.1,0,4,
312,0,HZRCP010MT,PZR LIQUID ZONE TEMP.,95,255,次,3,P2C1,3,1284,227.9637,0x2700504,4,6,2,0.1,0.1,0,4,
